sentimen,review
1,jatuh cinta banget sama blush satu ini harga super jangkau packaging oke kualitas super bagusss tekstur buttery tidak serbuk mana mana gampang di blend juga kalau pakai blush yang cotton candy ini asa pipi merah alami
1,produk ini lumayan pigmented kok untuk harga murah ini dan tidak dapet brush juga yaiyalah harga saja sudah murah banget hahahaha dan sayang lagi produk ini sama sekali tidak awet jadi harus touch up kali padahal kalau awet bakal suka banget karena warna ini juga bagus banget jadi kalau kalian mau nyari produk yang warna bagus dan murah produk ini cocok tetapi kalau kalian cari yang awet better cari yang lain saja
0,harga pas kantong mahasiswa dari acara formal sampe santai saya makenya ini terus awet kualitas oke repurchase pasti cuma tutup agak gampang patah jadi mesti hati hati jempol untuk emina
1,jadi saya kenal orang yang sama milik blush emina ini kan jadi empat sama saya nah sama kami empat adalah semua blushnya tutup pada coplok begitu wkwkwk kliatannya saja sturdy tetapi sekali jatoh pasti coplok ini warna di saya terlalu pigmented ah jadi pakenya kudu ati colek tap ke ujung meja kali baru pulasin tidak efisien banget akhir saya hibahin ke uwa saya yang kulit aga gelap dan suka dandan nyala hehe
1,sebenernya saya orang yang jarang sangat pakai blush ons karena asa bukan seger kalau di muka saya malah seperti kusam tetapi trend blush ons gemas blush ons panas dingin yang rebak akhir ini bikin penasaran dan cari deh blush ons murmer tetapi oke telah cari info baca review pilih jatuh ke emina ini karena murah warna cakep tidak ada glitternya dan kecil mungil praktis tidak mkan tempat tidak nyangka bakal suka iniiii sm ni blush ons tidak terlalu kereng jatuh natural dan buildable pokok luuuv sangat repurchase yess tetapi ken warna lain penasaran sm yang marshmallow
0,this is my cheap blush from local brand the quality is nice beli ini karena waktu itu sale di guardian atau watsons deh lupa jadi cuma rb an kepo saja penasaran sama formula nya dan pilih warna nya juga banyak ada sekitar atau shades karena coba ya saya pilih warna ini muted pink begitu tidak terlalu muda tidak terlalu tua warna nya kesan st impression sih yaaa ok langsung sukaaaa karena warna nya so pretty cocok sangat buat daily dan pergi juga cocok karena warna nya yang netral saya suka pakai ini untuk di mix match sama lipstick masuk di warna pink merah ungu dan fuschia formula nya kering tetapi tidak kering sangat ok deh cuma harus agak hati kadang karena ini cenderung patchy kalau dipake dengan cara di gesek coba pakai ini di tap tap dulu baru di ratain jangan lgsg di gesek begitu kaya blush banyak ya ini cenderung patchy di kulit kering pastiin km pakai moisturizer atau pelembab supaya ini bisa set dan leleh ketika di apply tahan ok sekitar jam an maksimal ok dooong untuk blush murah ini
1,di kulit saya yang cukup light blush ini cukup pigmented dan keluar warna cantik pula tetapi ingat lightly dan tap lagi kalau tidak bisa bisa kaya abis bakar atau tampar untuk yang kurang cocok dengan blush dengan undertone warm blush ini bisa jadi alternatif kurang kurang tahan lama apalagi di kulit yang cukup minyak dan bila anda orang yang senang dengan kaca maupun aplikator pada blush blush ini tidak milik bawa apa
1,waktu ke counternya malah bingung mau beli ini atau yang marsmallow lady agak ragu karena warna yang cotton candy ini agak nge jrengg khawatir bakal liat menor pas pakai tetapi aneh ujung ujung malah milih yang ini dan warna nyata cantik pas dipake muka jadi cerah dan semu semu begitu pakai tetap cukup saja biar kliatan natural harga juga oke dan mungkin blush ons ini bakal tahan lama saya jarang pakai blush ons
2,dapet ini hadiah begitu deh tapiiii tidak suka sama warna padahl kata sales nya ini yang sangat favorit dipake di saya jadi seperti lenong warna terlalu merah begitu di saya sih
1,awal awal iseng beli blush ons ini murah juga kan pas di apply lha kok nyata bagus pas pakai asa jadi personil snsd yang pipi pink pink begitu lucu pinknya tetapi pigmentasi masih kurang tetapi tidak masalah sih untuk harga segitu oke
1,my first ever powder blush pertama muraaah hanya k an saja warna jg canciii bgtt pink natural gituu cocok buat everyday makeup tetapi tidak pigmented ya nama jg produk emina emg target pasar anak remaja kan jadi pigmentasi so so saja overall good product
1,waktu itu iseng beli karena diskon super murah di guardian ribu an warna pink banget dan akan sangat cocok untuk orang yang kulit putih untuk hari hari tidak akan jadi too much sih karena emang kurang pigmented tetapi buildable kok sayang turut saya kurang produk ini adalah warna yang sangat amat tidak tahan lama dan karena saya anak tidak suka touch up so i don t think bakal repurchase ini
1,waktu itu beli ini karena iseng mau coba produk emina waktu itu saya beli lipgloss dan blushnya turut saya blush nya lumayan ya warna nyata di saya salah shades pinknya terlalu ngepink di saya untuk teksture nya dia chalky jadi kalau baur dia agak pudar tidak nempel banget kulit repurchase mungkin saya mau beli untuk shades yang cocok sm kulit karena harga murah dan lumayan bagus untuk hari
1,suka banget sih warna natural dan ceria tahan lama juga pakai ketika pakai ini banyak yang bilang muka jadi cute ala anak sma yang wajah merah karena malu yang jelas tidak menor pakai dan bagus pakai hari hari
0,beli ini karena iseng saja dan ken nyoba produk emina yang lagi hype banget mana harga rb an dan nyata ini bagussss warna super pigmented jadi dipake dikit saja sudah liat blushnya cocok buat make up hari dan karena produk ini bagus kaya saya jg mau coba emina cheeklit cream blush deh nanti di
1,blush bagus untuk yang masih muda natural tetapi tidak terlalu pigmented jadi harus kali kali apply untuk packaging kecewa sih karena ringkih tetapi bagus dan cocok untuk anak muda baik di produk maupun harga
1,brand emina kalau soal packaging emang juara rata rata konsep cute mirip banyak brand cantik korea bagus packagingnya kecil dan pilih warna banyak sayang turut blush ini kurang pigmented jadi lebih cocok kalau mau pakai untuk daily jadi natural
1,blush ons pertama ku yang murah dan kualitas tekstur soft sedikit bitter tetapi tidak powdery kalau mau pakai harus oles ulang kali biar nyata warna lumayan tahan lama warna suka bangetttt oh packagingnya imut banget tetapi tidak ada brush dan kaca kurang sih itu saja
2,blush ons pertama yang saya milik nih kemas unyu saya suka tidak ada kuas tetapi tidak masalah kecil dan ringkes banget kalau bawa mana mana hhdb bulet sampai sekarang masih saya simpen di kotak warna apa ya pink sih kalau di saya jadi seger saja di wajah tidak terlalu pigmented jadi cocok untuk mula tetapi kadang jadi lelah karena harus beberapa kali ngepack warna saya pakai tanpa base fondi bb cream etc jadi ya tidak awet banget oh iya turut finishingnya matte jadi kalau buat ngampus tidak menor banget i like it and recommend sangat buat mula maupun yang sudah suhu
1,tekstur sih sedikit buttery tetapi tidak powdery untuk aroma saya tidak cium bau apa apa terus untuk warna kalau turut so so sih pigmented sih sedikit ya jadi sekali pakai tidak nge jedar begitu di pipi bikin wajah kaya semu natural begitu saya juga suka sama warna yang turut kaya pink coral begitu so far pakai ini tidak bikin wajah jerawat atau bagaimana terus juga untuk tahan lumayan sekitar jam kena air juga mulai pudar tapiii masih ada sedikit kok harga juga murmer banget terus packagingnya mini dan lucu turut sayang dia tidak ada kaca dan juga brushnya minus cuma itu saja sih kalau yang lain tidak masalah buat
1,packagingnya lucu taoi entah kenapa lihat cheap pilih warna kurang banyak tetapi kualitas cukup oke staying powernya di saya bisa sampe jam kalau cuci muka tetapi tidak gosok kencang warna masih lihat
1,iseng iseng beli di guardian gancit produk emina ini nyata tidak kecewa tahan lama walau kulit saya kombinasi warna warna nya lucu ada yang pinky dan nude sebenernya ini makeup buat remaja ya tetapi entah kenapa goda harga murah sangat jangan harap dapat brush atau kaca ya packagingnya so simple
1,saya sangat picky kalau pilih lip product apalagi yang cream gin teksurnya karena takut bibir kering tetapi ini engga nyaman dan ringan warna juga oke kurang long lasting tetapi pas hapus masih ada tint nya dikit harga affordable dan packagingnya lucu
1,lipcream yang saya suka banget ringan bibir tidak rasa kalau lagi pakai lipcream tidak bikin bibir kering tarik dibersihinnya juga gampang suka banget pakai ini buat rumah saja hari hari padahal tekstur ringan tetapi bisa nuturpin hitam pinggir bibir saya
1,creamy tint ini tidak transfer stlh ngeset ngesetnya pun tidak lama dan saangat pigmented apalagi buat bibir saya yang pinggir dan atas item saya pribadi suka sama creamy tint ini buat pakai dalam ruang tetapi kalau buat luar ruang dgn cahaya matahari entah kenapa dia warna jadi kaya antara pink merah atau malah ungu banget tetapi overall suka siih hehe
1,kirain warna pure cokelat nyata masih ada merah nya tekstur lembut ringan cukup untuk nutupin warna asli bibir dan untuk tahan nya tidak cukup awet masih suka transfer packaging nya bantet di banding lipcream lai
0,lip cream nyaman yang pernah ku temu awal saya coba begitu eh malah jatuh cinta sampe sering beli wkwkwk murah juga tidak mahal bibir saya juga tidak pecah pakenya dan ini wrnanya natural banget buat bibir pink maupun bibir gelap jadi gausah kawatir begitu bakal norak ini sama sekali natural kaya tidak pakai lipstik warna buat hari bagus banget atau buat anak sekolah yang tidak di kasi pakai make up ke skolah bisa pakai ini
1,creamy lip yang pertama kali saya beli dan langsung jatuh cinta sama warna nya stay all time but still transfer but its okay still cinta this product dan bakal re purchase karena warna yang cantik pakai bangett
1,kasih ini sama temen karena dia tahu saya suka warna warm and brick seperti emina ini sempet heboh karena texture dan stain nya awet i was so happy to receive this mungil banget turut hahaha pas di apply ke tangan nyoba swatch emang ada brick nya tetapi hint peachy nya juga ada pas di bibir saya ini lebih ke peachy orangey begitu dan jujur saya kurang suka dia ini claim nya seperti tint tetapi creamy turut creamy banget rasa heavy di bibir mirip lip cream deh tint nya biasa ajaa of course bakal hilang apalagi kalau makan banyak
1,suka sekali warna tidak ngejreng di kulit sawo matang belum pakai ini saya pakai lip balm dulu supaya tidak kering rasa halusss tidak berat sedikit transfer kalau di saya kecil juga jadi bisa dikantongin yapi hati nyelip kalau ditaro tas
1,bagus banget saya milik shade langsung karena pertama nyoba milik temen bagus jadi ken beli sendiri dan akhir beli langsung shade yang sangat saya suka shade bricktown yang cocok di bibir ku tidak bikin kering langsung stay begitu dan tekstur nya enak tidak lengket masa juga mungil bisa dimasukin di pouch kecil ku hihihi
1,produk yang tekstur nya creamy cocok banget warna sama kulit saya yang skin tone nya coklat dan pasti tahan lama ya apalagi kalau buat ngampus tidak perlu touch up lagi dongg karena buat aktivitas apa sama sekali tidak ilang recommended pokonyaa
1,shade ini bagus bagus banget tidak bohong mau dipake full lips maupun cuma dipake tipis tersubdi tap masih cantik formula ringan banget tetapi kalau makan minum masih suka transfer lembut banget bibir repurchase absolutly yes
1,nyata emang bagus itu lipcream emina yang series ini gabikin kering bibir yang kering sangat warna juga saya suka warna merah dengan hint coklat mirip ke bata begitu kalau bibir packagingnya juga lucu kecil jadi bisa selip
1,kemas kecil unyuuu banget tekstur benar benar creamy tint yang gampang langsung di baur harga affordable buat anak ajar pigmentasi bagus dan walau ilang masih tinggal staint di bibir warna cantik tidak norak dan akhir gaada aroma yang ganggu kok
1,nyobain milik temen karena belum sempet beli sampe sekarang hahaha ini lip produck affordable yang murah tetapi keren sih di bibir tidak kering sama sekali warna juga cocok di kulit sawo matang dan warna bisa buat acara apa saja karena netral
1,sukakk bangett sama lip cream ini packagingnuaa tu simple tetapi lucuukk khas emina sekali warnanyaa cocok di kulit saya yang sawo matang lip cream cinta pokoknyaa deh meski engga long lasting sangat yaa tetapi sukakk saja sama warnyaaa yang cantikk bangettt
1,terbest seller emang warna ini cakep pink ke coklat gituuu tekstur creamy banget lebih enak dari seri emina yang belum kalau dipake nggak bikin crack lembut banget tidak bikin kering se pigmented itu nyata saya jatuh cintaaa tetapi sayang banget saya kurang pede kalau pakai produk ini tanpa di ombre tetapi kalau di ombre kurang merah hehe so saya mau preloved in saja baru saya pakai sangat harga k ajaa by shopee arynp
1,saya suka sangat sama creamy tint ini serius deh harga affordable finishnya matte powdery begitu ringan pas dipake di bibir mungkin tidak terlalu long wear tetapi warna juga cantikkk sangat cocok sangat buat yang suka lip cream tetapi gamau yang tekstur berat
1,warna bagus banget beneran cocok buat semua kulit orang indo cinta cinta deh telah kering di bibir jadi powdery begitu dan tidak lengket kalau tahan lama nggak terlalu sih tetapi lumyan lama tengah hari awet di bibir kalau tidak makan mungkin awet kali ya wkwk
1,ini enak siii hasil powdery gituu warna juga bagus dan pigmentedd tetapi kadang dia bikin kering begitu di bibir jadi harus make sure kl bibir lembab belum pakeee tetapi so far so good dan dia turut saya bau agak anehhh wkwkw tetapi tidak ganggu kok
0,kalau beli lipcream saya pasti bawa lipcream ini biar warna nya mirip mirip sama ini wadah lucu ya imut kecil gampang bawa mana mana terus juga warna nya bagus bangeeet tidak ada yang ngalahin ini warna nya bagus sangat bau seperti cokelat udahlah suka sangat gatau lagi
1,packaging emina creamy tint kemas dalam botol pendek bulat bantal aplikatornya bentuk teardrop yang miring dan cukup fleksibel saya suka sama aplikatornya karena turut aplikator ini memang cocok untuk formula creamy tint formula texture emina creamy tint milik tekstur mousse like cream yang kental emina creamy tint milik intensitas warna yang sangat baik highly pigmented dan coverage nya mampu tutup warna asli bibir daya tahan emina creamy tint milik daya tahan baik sekitar jam kalau bawa makan warna akan luntur sedikit demi sedikit tetapi masih ada warna yang sisa di bibir ketika luntur produk ini akan tinggal stain halus di bibir
1,suka banget sama ini creamy tint ini warna cocok di kulit saya ngebuat jadi cerah dan segar tekturnya halus dan tidak ngegumpal di bibir saya yang sering tuh kering terus dia pigmented jdnya di warna bibir apa hasil bakal bagus
1,emina creamy tint ini salah satu produk emina yang benar benar saya suka tekstur benar benar creamy dan formula enak banget gituu shade nya juga cocok banget buat daily use walaupun cara tahan dia kurang begitu tahan tetapi turut ini enka banget dipakek karena ringan banget dan bagus ituuu
0,beli ini tuh karena racun thread twitter tidak bikin kering kok ini bagus bgttttttttt warna bisa nutupin garis bibir yang hitam dan tahan abis makan maybe harus retouch up lagi emang shade brick town yang lagi hypebgt di twitterrrr
1,beli karena iseng saja packingnya kecil unyu ringkes bisa di selipin di kantong kalau pas lagi makan siang bisa langsung dipake touch up tidak ribet aplikatormya enak bentuk runcing begitu jadi mudah kita apply dengan rapi tekaturnya creamy sesuai ama nama turut tidak terlalu stain sih untuk ukur tint jauh saya pakai nyaman saja matte powdery begitu tetapi tidak bikin bibir kerontang
1,saya lupa shade mana yang saya beli dan saya pakai tetapi tetep saja sama sama creamy tint ini turut saya untuk saya pribadi produk ini kurang cocok di saya atau malah tidak cocok karena terlalu creamy tekstur malah kaya ngolesin whipped cream kue ke bibir padahal warna cantik
1,saya tipe orang yang lebih suka bibir glossy jadi saya seperti nyoba doang pakai creamy tint ini yang hasil akhir velvet matte gtu kalau di saya saya cmn naro dikit bibir terus saya ratain pakai jari jadi aplikatornya tidak kepake saya beli warna yang mentereng sangat di bibir saya kalau banyak lupa shade apa dan kalau tidak pakai balm bibir lu jdi keringgg abis tetapi mayan lah buat warnain bibir mah minus si cuman tidak transferproof long lasting nya juga biasa saja dan sometimes suka tidak rata sangat di bibir alias kurang pigmented
1,beli ini pas lagi diskon di lapak belah beli nya ngajak temen kantor biar bisa gratis ongkir wkwk tetapi emg lip cream ini masuk lip cream favorite saya untuk saat ini dari segi tekstur nya yang ringan dan mudah di apply tidak buat bibir jadi kering wangi nya juga enak untuk tahan nya lumayan lah shade yang ini memang cinta saya cocok sangat di wajah saya dan akhir dari segi packaging nya yang mini jadi tidak makan tempat di dalam tas atau pouch bakal repurchase
1,best product dari emina lip product yang wajib ada di make up pouch warna cantik banget dan cocok di semua skin tone belum pakai ini jangan lupa pakai lip balm dulu biar nggak kering repurchase yes
1,warna netral bagus banget nyaman pakai bibir tekstur ringan dan lembab tidak bikin bibir kering bentuk kecil imut hehe cocok buat pakai hari hari soal tahan lumayan lah sesuai dengan harga yang jangkau worth it
1,cinta bangett sama shade emina yang ini cocok buat semua skin tone dan semua tempat selain shadenya yang bagus banget dia juga sesuai sama nama tekstur creamy dan tidak bikin kering di bibir produk juga tahan lama dan tidak transfer produk yang wajib di milik sih ini
1,jujur ini pertama kali saya cobain cream matte tuh dari emina benar bagus juga di bibir saya dan nggak transfer saat makan lumayan tahan lama sih cuman kadang bikin bibir saya kering telah pakai sekitar jam an tetapi sudah baguss bangettt
0,ini produk pertama yang benar saya suka dari emina awal nyoba karena temen pakai terus liat bagus jadi saya nyoba dan nyata emang bagus itu di bibir gelap ini cuma waktu itu bukan shade ini saya lupa nama apa karena suka jadi saya beli terus mama juga nitip karena shadenya abis dan benar butuh liptint jadi yaudah beli yang ini kalau salah shade sangat gelap apa ya brick town ini agak lupa awal beneran takut kalau benar merah galak karena dia kan gelap terus bibir juga gelap tetapi pas di aplikasiin benar tidak terlalu gelap dan tidak yang cetar banget masih masuk ke kulit yang putih agak pinky ini bibir masuk yang kering ampe gampang banget di kleteki apa bahasa indonya tidak ngerti saya jadi pas make ini saya banyakin pakai lipbalm dulu untuk tahan sih ya lama tidak makan kayak masih nempel ya wgwggwwg cuma kalau buat minum dia transfer banget abis makan juga langsung ilang tetapi tidak apa apa saya sudah telanjur suka karena hahahah bhay
1,jujur beli ini karena urgent saja ahahaha ehh nyata warannya bagus bangettt saya suka bangett bangett tidak nyesell deh ngebelinya betul dia kecill jugaa jadi suka saya bawa kmna tidak bikin bibir kering dan crecking begitu di bibir transfer juga tidak begitu akut jadi touchupnya tidak perlu sering so farr so good sihh apalagi harga murah banget hahahaa
0,hemmmmm awet sih but saya fikir warna akan gelap brick atau dekat teracota tetapi cenderung brick light dan awet dipake makan cuma di bibir saya jadi crackyyyy repurchase noooooooooooooooooooooooloooooooll
1,dari segi warna suka banget tetapi lama lama aga gelap but thats okay cuman yang bikin sebel adalah tempat kecil banget dan priduknya cepet bangwt habis karena se suka itu sama warna dan tekstur tiap hari pakai produk ini alhasil minggu habis huhu sedih
1,lipcreamnya ringan warna bagus sih coklat orange begitu sesuai sama skintone saya tidak bikin crack dan tidak kering kalau dipakein ke bibir tidak terlalu spesial atau wow banget tetapi it s a good product cocok buat pakai hari buat kuliah atau main dijadiin base ombre juga masih bagus
1,creamy tint ini ringan sangat di bibir tidak bikin bibir jadi kering pecah untuk warna ini cocok sangat di bibir yang gelap cakep sangat walaupun untuk tahan biasa saja tetapi padan sama harga yang murah riah tidak rugi kalau untuk hari hari kok packagingnya lucu kecil imut
1,tekstur bagaimana lip cream pada umum ya dia lumayan tahan lama sih kalau pakai ngunyah makan warna juga sangat pigmented tidak buat bibir kering juga di saya cuma saya tidak niat beli lagi sih bukan karena produk jelek cuma karena emang tidak suka tipe lip product yang kek gin saja
1,seperti duga warna cocok di skin tone saya jatuh jadi agak oren begitu tetapi tidak terlalu hubung dia tekstur rupa lipcream aura dewasa jadi lebih uar ketimbang pas pakai glossy tint emina repurchase hm maybe kalau tidak goda yang lain
1,suka banget sama creamy matte ini warna natural dan juga ringan di mulut bisa banget diombre sama warna lain cocok banget di pakai buat daily karena emang cantik banget tetapi kurang tahan lama dan mudah ilang begitu saja gampang banget bawa mana mana
1,awal hasil kek lengket begitu tetapi lama matte bagusss suka warnanyaaa nude begitu tetapi ada kala warnany jadi kek orange coklat cool begitu tetapi overall bagus sihhh kalian wajib punyaa temenku yang belum kurang yakin sama produk emina malah suka begitu karena saya rekomendasiin yang ini
1,si mungil tetapi sayang adalah creamy tint emina tekstur creamy tetapi milik stain seperti lip tint sangat mudah aplikasi mudah nge set dan tentu saja tidak bikin bibir kering transferproofnya lumayan karena cukup tahan dengan hingga beberapa kali saya makan dia masih stain shade ini warna merah agak cokelat begitu
1,warna saya suka terus cepet kering juga di bibir jadi cakep sangat hmmm tetapi sayang ini bikin bibir kering sampe kelupas begitu padahal belum apply saya pakai lip balm aneh beberapa jam kemudian warna ubah jadi pinkish merah aneh begitu hiks saya lebih suka glossy stainnya sih
1,warna cocok sangat buat dipake hari sesuai nama ini creamy tetapi ada tint nya sedikit jadi tidak langsung ilang cepet sangat ngesetnya dan tidak kering sayang seperti lip product emina lain bau agak ganggu
1,emina creamy tint ini ringan banget bibir asa tidak pakai apa apa dan tidak bikin bibir kering juga benar benar suka sama shade ini cocok banget bibir saya tetapi sayang di saya gampang banget ilang huhu kemas imut sekaliii tidak makan tempat kalau bawa traveling
1,padahal ide produk sudah bagus dan lucu juga packagingnya tetapi kenapa kamu emina formulanyanya engga banget saya kira bakal melt di bibir kaya tony moly tetapi kenapaaa powder banget terus kalau di apply kali kali jadi malah kaya crack gituuu
1,akhir dapet shade ini cakep sangat warnanyaa awet juga meski sudah bawa makan kemas lucu imut begitu pas ngeset di bibir enak banget nyaman pokok kalau sudah habis bakal repurchase ah
1,bagus bangett tidak bikin kering terus kalau sudah ngeset juga tidak gampang transfer warna juga cantik banget buat harga segitu ini adalah lipcream tint baik sih turut saya packagingnya juga lucu gemes bantet begitu
1,formula lipcreamnya bagus banget tekstur creamy sedikit powdery begitu jadi tidak bikin bibir kering warna pigmented dan nutup pinggir bibir yang gelap transfer dikit tetapi hilang yang pudar dikit saja begitu bukan yang liat banget
1,suka banget sama shade ini brick brown yang cakep dan cocok di skintone saya tekstur mousse and turn out powdery pas sudah ngeset cepet sangat ngesetnya sih jadi harus buru diratain walaupun matte tidak bikin bibir kering cream tint ini juga tahan lama walaupun bawa makan minum
1,saya pakai yang shade brick town karena emang shadenya saya banget rata rata lip product saya warna kaya gin tahan banget dan tidak terlalu powdery jadi tidak bikin bibir kering terus ngesetnya tidak terlalu cepet dan bisa nutupin pinggir bibir yang agak gelap
2,pertama agak ragu beli produk dari barand satu ini karena banyak tidak cocok tetapi goda juga selagi sedang diskon akhir beli lah warna brick ini pertama saya kira kek liptint yang cair kan tetapi ini tuh lebih creamy dan mirip campur liptint sama lipcream begitu tekstur untuk tahan turut lumayan tahann sih dan warna juga keluar sangat
1,yesss banget buat creamy tint apalagi brick town shade favorit saya sampe sudah mau habis pun masih saya pakai dan turut jadi tambah bagus warna karena tidak terlalu tebel jadi bisa buat dasar ombre juga sudah repurchase dong pasti tekstur saya suka benar tidak bikin kering
1,nyata kecil juga ya packaging produk turut creamy tint ini tekstur ringan sudah jelas creamy guys sesuai nama ini lebih kaya lipcream tetapi versi lebih light dari lipcream pada umum warna saya suka sangat warna coklat tetapi ada a lil bit hint of pinknya juga jadi kalau pakai lipstik ini bikin muka saya agak cerah
1,sukaaa sangat sama warna nya terus konsistensi juga ringan dan nyaman dipake tidak gampang ilang walopun pakai masker cuma kalau abis makan atau minum butuh re apply harga jangkau as always emina worth to try worth to buy my go to lipcream
1,lip product pertama kuuu aaaaaaa cocok di skintoneku dan tidak bikin kering bibir beli karena disaranin mbak mbak spg dan nyata bagus banget huhu saya suka itu sampe produk ini tidak pernah tinggal dari makeup pouch cepet ngeset wangi tidak alay tetapi sayang tidak transfer proof tetep worth to try kok
1,warna brick town suka banget cocok sama kulit pernah pakai ini terus makan goreng nasi dll masih stay dong di bibir padahal makan sudah brutal sukaaa sangat formula ringan kaya pakai liptint tetapi creamy harga murahh kemas kecil
1,lip product nude pertama yang cocok bibir warna tidak bikin pucet malah jadi bikin fresh tidak bikin bibir pecah juga dan tidak nonjolin garis bibir harga juga murah sekitar rban kali mau pakai ngantor atau jalan juga bisa dan cari juga gampang mau di pasar mau di mall ada
1,pertama kali mau beli itu awal ragu ken pilih peach crush atau brick town terus liat review orang bagus yang brick town terus brick town juga warna nya banyak yang ngincer dan langka makanya saya tarik beli pas pertama pakai itu fi nya kek lipcream begitu tetapi keriput di bibir tidak nampak sangat kek pakai lipcream jadi suka sangat terus warna nya tidak norak samsek bagus sangat dipake buat hang out bareng temen rekomen sangat buat remaja poko
1,hy saya mau preloved lipcream yang punya yang sudah gapernah dipake sama sekali tetapi masih bagus dan isi masih banyak maybelline superstay matte ink liquid matte lipstick make up shade emina creamytint brick town shade emina creamatte mouvelous semua tekstur lipcrem ini lembut sangat bibir dan tidak bikin kering apalagi nyeplak tidak sama sekali alas ku jual karena lebih suka pakai liptint price bundle k pcs minat bisa hubung thankyou
1,ini creamy tint bagus banget tekstur creamy tidak bikin bibir kering tidak berat tidak pecah di bibir bagussss padahal harga murah dipake makan pun tidak hilang jadi tidak perlu kali di aplly ulang cakep banget terima kasih eminaa luvvvvvvvvvv
1,pas diaplikasiin ke bibir ini tuh lembut banget tidak bikin bibir kering kalau di bibir ku pas pertama di apply warna nude lama lama jadi kaya campur nude sama merah begitu suka sama warna dan hasil dan yang penting tidak bikin bibir kering ini cocok banget buat daily
1,pertama beli ini karena lihat review pada bilang bagus utama warna ini ini warna yang lama ini saya cari warna kya merah bata sdkit ke arah coklat begitu bagus banget buat daily tekstur juga ok lumayan tahan lama wlau dipake makan minum sudahbeli untuk yang ke sangat nya dong suka itu saya sama creamy tint ini
1,tekstur bagus saya suka aroma juga tetapi warna tidak cocok di akuu padahal orang orang cocok jadi mcm aura aura selebgram begitu tetapi kalau saya yang pakai jadi aura ibu tiri merah bgttt padahal saya suka formula sekarang sih belum pakai gatau deh nnti dipake atau tidak
1,awal ragu mau beli liptint warna orange tetapi penasaran banget nyoba apakah warna cocok dengan skintone saya pas coba ternyataaa orange nya bibir jadi bagus banget tidak seperti yang bayang wkwk cocok untuk kulit sawo matang dongg bikin wajah jadi lebih fresh liptint ini cair dan wangi turut seperti sirup obat anak di saya bikin kering sih jadi wajib pakai lipbalm dulu saya biasa pakenya dicombine sama liptint wardah yang tidak warna jadi bagus banget kusukaaa jadi warna merah dan ada hint orange nya begitu ingat noda turut lumayan bangettt bisa tahan lama asal tidak makan goreng hehee
1,ketemu emina creamy tint yang brick brown ini asa ketemu jodoh suka sangat sama warna dan texturenya luar pengaruh ac dan kondisi musim yang tidak jelas creamy tint ini tidak bikin bibir kering otw botol tiga saking suka mau dipake bibir atau diombre tetep cantik apalagi packaginya kecil imut sangat jadi gampang bawa mana mana
1,kurang nyaman sih buat dipake terlalu powdery gampang hilang bagi dalam bibir dan lama jadi gumpal di luar bibir warna buat saya terlalu coklat keorange jadi masih terlalu gelap buat bibir untuk shade ini untuk tekstur masih lebih suka dan lebih nyaman yang lipmatte nya emina yang fuzzy wuzzy
1,awalnyaa pas beli ini ekspetasi ku bakal kaya liptint pada umumnyaa tetapi pas sudah di pakai nyata emang baguss dan cocok sangat di saya yang gaa suka liptint terlalu terang warna ini masih nuansa nudee coklat pink begitu dan nyata emang nge set begitu di bibir bukan yang glossy cuma minusnyaa dia agak transfer saja yaa tetapi itu juga cuma dikitttt overall dengan harga gin wort sangat
1,baru pertama kali beli tetapi langsung jatuh cinta sama produk ini enteng banget bibir dan turut ini masuk tahan lama bibir ku warna juga saya bangeeetttt produk ini jg tidak pecah pecah bibir suka banget deh pokok moga pilih warna makin banyak
1,wahh suka banget sama cream tint ini dia ringan di bibir kaya tidak make apa apa malah ngerasa lebih lembab jadi warna cantik cocok di kulit saya biasa pakai di tap tap pakai jari begitu kesan jadi lebih natural saja cuma sekali tapping dia belum nutupin garis hitam bibir sih jadi saya perlu kali ngaplikasiinnya kalau misal saya mau warna lebih terang saya biasa aplikasiin concealer dulu dari merk inez yang medium jadi cantik begitu agak oren peach pink apa begitu wkwk tetapi tahan agak kurang terus dia ini tidak bikin garis bibir terlalu liat begitu kaya sehat alami saja gitulah kesan di bibir kaya nyatu sama kulit bibir kita nama juga tint untuk tahan saya pikir kalau tidak makan bakal stay lama hari di bibir tetapi kalau makan yang minyak kuah yah pudar dikit lah dikiiittt saja di bagi tengah tetapi tidak yang sampe ilang sangat dia masih kaya ada pink pinknya begitu di bibir jadi tidak bikin kita khawatir lah kalau makan bareng doi hehehe
1,lip produk emina tu sangat tidak bisa lewat pertama karena formula dan warnanyaa cantik cantik packaging nya kecil gemes tidak makan banyak tempat di pouch dan karena harga superrrrr murce si cream tint ini salah satu favorit saya karena ringan dan finishnya bikin liat tidak kering warna cakep sangat kulit sawo matang meski buat segi tahan ini gampang sangat ilang tetapi buat daily masih okeee sangat
1,bagai orang dengan bibir kering creamy tint ini cocok banget buat saya texture nya pas apply nya gampang dan cover warna bibir saya yang gelap warna cocok buat skin tone saya dan harga juga cocok buat kantong wkwk tetapi sekarang agak susah nyari ini creamy tint di offline store
1,packagingnya lucu imut kecil gituuu warna juga cantik tekstur lumayan ringan dan bisa nutup warna gelap di bibir saya tambah wangi yang enak banget dan warna shadenya beneran yang cocokkk banget buat yang warna kulit sawo mateng begitu dijadiin buat ombre juga cantik
